Flight_Distance,Scheduled_Departure_Time,Day_of_Week,Month,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Airline_Airline B,Airline_Airline C,Airline_Airline D,Airline_Airline E,Origin_Airport_Airport 2,Origin_Airport_Airport 3,Origin_Airport_Airport 4,Origin_Airport_Airport 5,Destination_Airport_Airport 3,Destination_Airport_Airport 4,Destination_Airport_Airport 5,Airplane_Type_Type B,Airplane_Type_Type C,Airplane_Type_Type D,Airplane_Type_Type E,Flight_Cancelled
-1.9993851751250034,0.6683488590960925,0.516103119674186,1.6098213289364298,-1.1532769973747221,-0.9234299841624064,-0.7194282035850155,1.4588157355914018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.6854170897559962,0.9572604696563631,1.5158186057258778,-0.10351401006464843,-1.1890108484916104,0.5723219083427701,-1.0727147220515003,0.2734251914196238,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2822338258258306,0.23498144325568673,0.01624537664834009,1.6098213289364298,-0.8264943155982943,1.8712643413077918,1.1663080930087495,-0.825768541282311,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.6591083929471737,0.23498144325568673,0.516103119674186,1.0387095492694038,-1.5614295743240811,3.288292449996906,-0.2953170852333201,-0.39004360784556763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-1.6225106080036602,0.9572604696563631,0.01624537664834009,-0.6746257897316745,0.9751271714064704,2.2648832603881015,0.8672005504196392,-1.7357354535326197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.4553924107194207,0.9572604696563631,-1.4833278524291975,-1.2457375693987007,-0.471043409958438,-0.5691729569901277,0.18227605722528933,0.1399911413642057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.0011768622090134,-1.6429440253860719,-1.4833278524291975,-0.9601816795651876,-1.2411245770953507,-1.0021537679784682,-0.5623558221053454,1.0140858819449898,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.12944683915501584,1.1017162749364984,0.516103119674186,0.7531536594358907,0.3510792822920338,0.611683800250801,1.4281773081331477,-1.6499400042206933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.13963263826640349,-1.3540324148258012,0.01624537664834009,0.4675977696023777,-0.646724816353947,0.7691313678829249,1.5956741166417043,0.6190014398316526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.8771555857883515,-1.6429440253860719,1.0159608627000318,-0.9601816795651876,-1.3820554751450125,-0.4904491731740658,-1.0015124909281123,-1.3205966253066266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1803758347119541,-0.0539301673045838,0.01624537664834009,-0.9601816795651876,0.48565971146717485,2.3829689361121944,-1.3854905717724462,1.5501993811020136,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.42483501338525775,-0.4872975831449896,-1.4833278524291975,1.324265439102917,-0.9362161145824316,0.13934109735442957,0.6660813723869354,0.032655922910752457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.3739060178283195,-0.19838597258471907,1.5158186057258778,1.0387095492694038,1.622954076620628,-0.8447062003463445,-1.4965440053247026,0.8049830585620041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.4086088266645196,-0.19838597258471907,-1.4833278524291975,0.4675977696023777,-1.0007007078372416,-1.0021537679784682,0.7931036092536025,0.5485743876775602,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.43502081249664537,-1.4984882201059364,-0.48361236637750576,-0.6746257897316745,1.0558884943050164,-1.0415156598864992,1.8246262441132572,1.2620865301879487,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.11501233951828779,-1.0651208042655307,-1.4833278524291975,1.6098213289364298,-0.36439885496060076,1.0840265031471725,-0.2629907405651983,0.054744563379345065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.4205863128599173,-1.4984882201059364,0.01624537664834009,1.0387095492694038,-0.6367401051402989,1.3595597465033893,-0.33317531103570297,-0.5430895165061946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.23130483026889234,0.5238930538159573,-0.9834701094033517,0.18204187976886463,1.59949138057313,-0.6085348488981587,1.6042756399362992,1.0041959067204282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-0.6039306968648951,1.3906278854967689,-1.4833278524291975,-0.6746257897316745,-0.8084434430529598,-0.21491592981784907,0.4398323626386616,-1.178318885993866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.2091415449621068,1.3906278854967689,0.516103119674186,-1.2457375693987007,-1.3242686151698813,1.9106262332158228,-0.42710205725648914,0.5966315028079392,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.1234064515456652,-1.209576609545666,-1.4833278524291975,1.6098213289364298,-0.35213801467552197,0.9265789355150488,-1.2855751772212212,-1.290319510727376,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.6446738933104457,0.8128046643762278,-1.4833278524291975,-1.5312934592322136,-0.22916171785095327,1.2021121788712654,1.0473570296830605,0.5854722626395386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.4536007236354105,0.6683488590960925,1.0159608627000318,-0.6746257897316745,-0.8404192744189811,-0.33300160554194197,0.07412913469187463,0.14601843462454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.306750835550643,-0.6317533884251249,1.0159608627000318,-0.6746257897316745,0.7056018573438445,-0.5298110650820967,0.38801774705031844,1.5306972967622174,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.7974608799812605,1.6795394960570396,1.5158186057258778,-1.5312934592322136,-0.3332722741695692,-0.37236349744997294,0.2887402993885885,0.1381730050933015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.7243685991175368,-0.19838597258471907,1.0159608627000318,0.18204187976886463,0.1453543474582138,-0.9234299841624064,0.9078903163332843,-0.20782518815140905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.9952397636229662,0.23498144325568673,-1.4833278524291975,0.4675977696023777,0.4226776384604244,-0.4904491731740658,1.8616195277781962,-1.5453628641857444,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.09888944182085288,-0.3428417778648543,0.01624537664834009,1.324265439102917,0.36753823979194217,-0.6478967408061896,1.5906274638814988,-0.6310049813189117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.3229770222713812,0.379437248535822,-0.9834701094033517,-0.10351401006464843,-1.177805554467754,-1.0021537679784682,1.4749570719374778,0.4519696036682375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.667502504974551,-1.0651208042655307,0.516103119674186,0.4675977696023777,-0.4591676549543263,-0.5691729569901277,1.157641317257558,0.6286615751880053,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.2048928444367666,-0.0539301673045838,1.5158186057258778,-0.9601816795651876,-1.6222936782855126,-0.6478967408061896,-1.3260671032398652,1.4085597047069665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.2193273440734946,0.23498144325568673,0.01624537664834009,-0.6746257897316745,0.7082114977746842,0.021255421630336686,1.6869886820734046,0.9446708113001745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.8483898755381987,-1.6429440253860719,1.0159608627000318,0.7531536594358907,-1.271415660357141,-0.4904491731740658,-1.0806262353263367,-1.5450129587147399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.5674362009446848,0.9572604696563631,-1.4833278524291975,-1.2457375693987007,-0.4574347711899744,-0.4117253893580039,0.08987996703424912,-0.11549473960160893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.1557555359638384,1.535083690776904,1.5158186057258778,-0.6746257897316745,-1.7878425282255734,0.25742677307852246,1.3414630408915273,-1.5397678070954701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0054255627343538,-1.4984882201059364,-1.4833278524291975,-1.2457375693987007,0.815010774537196,-0.37236349744997294,-0.5933195011107048,1.39356865658649,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.164149647991216,0.379437248535822,1.5158186057258778,-1.2457375693987007,1.068025557178356,0.9659408274230797,0.8622073491398377,-1.6025998522612936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0869119556254552,0.8128046643762278,-0.48361236637750576,-0.3890698998981615,-1.73819403307231,-0.6085348488981587,-0.8072087237344316,1.0074102344295555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6039306968648951,1.2461720802166336,1.5158186057258778,-0.9601816795651876,1.464058262561562,-0.057468362185725236,-1.4892468369869751,-0.7456744928802777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.1072835538482304,0.6683488590960925,1.5158186057258778,-0.3890698998981615,-0.6912124810899631,0.5329600164347391,-0.640731658403969,-0.48271367052898934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8933817725090897,-0.0539301673045838,1.5158186057258778,-0.10351401006464843,1.0568752753374948,-0.6872586327142206,0.09636217383958594,0.8276583052613977,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.07426914307273719,0.5238930538159573,-0.9834701094033517,-1.2457375693987007,0.21295056731369574,-0.21491592981784907,1.5849852089110792,-0.6846880275517119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8628243751749267,0.8128046643762278,1.5158186057258778,0.18204187976886463,-0.45041727959663563,-0.4904491731740658,-0.69327376946586,0.6124252752442488,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0970977547368428,-0.6317533884251249,0.01624537664834009,-0.10351401006464843,-0.4700910115403319,0.8084932597909559,1.7517434151449645,-0.9415220737146315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.3924859289670846,-0.9206649989853954,1.5158186057258778,1.6098213289364298,-0.8836829180833519,0.13934109735442957,-0.965372348424424,-0.36877484392177945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.4230433263012476,0.09052563797555148,-1.4833278524291975,-0.3890698998981615,-1.3685981198797856,-0.37236349744997294,1.9576128331829072,-0.4725115247371594,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.164149647991216,-0.19838597258471907,1.0159608627000318,1.6098213289364298,-0.10101083756338847,0.25742677307852246,1.7769225332905179,1.4801839824432204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.08445494218412485,-1.209576609545666,-1.4833278524291975,-1.2457375693987007,-0.9826257674618465,1.4776454222274822,-0.007449625380557221,-0.8225610744647721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
